Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Mali,14 000 ,6600 , 24 000,16 000 ,9000 , 27 000,19 000 ,11 000 , 29 000,21 000 ,14 000 , 31 000,23 000 ,17 000 , 31 000,24 000 ,17 000 , 32 000,24 000 ,18 000 , 31 000,23 000 ,17 000 , 31 000,22 000 ,17 000 , 29 000,21 000 ,16 000 , 28 000,20 000 ,15 000 , 26 000,19 000 ,14 000 , 25 000,18 000 ,14 000 , 24 000,17 000 ,13 000 , 22 000,16 000 ,12 000 , 21 000,16 000 ,12 000 , 21 000,16 000 ,12 000 , 20 000,16 000 ,12 000 , 20 000,16 000 ,12 000 , 20 000,17 000 ,13 000 , 21 000,17 000 ,14 000 , 21 000,18 000 ,14 000 , 22 000,19 000 ,15 000 , 23 000,20 000 ,16 000 , 24 000,21 000 ,17 000 , 26 000,22 000 ,18 000 , 27 000,23 000 ,19 000 , 30 000,25 000 ,20 000 , 32 000,26 000 ,21 000 , 34 000
Malta,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mauritania,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<500 , 1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Mauritius,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000
Mexico,8100 ,3800 , 23 000,9200 ,4600 , 22 000,9900 ,5000 , 22 000,11 000 ,5400 , 22 000,11 000 ,5900 , 23 000,12 000 ,6700 , 21 000,12 000 ,7600 , 21 000,12 000 ,7900 , 20 000,12 000 ,7600 , 18 000,11 000 ,7300 , 17 000,10 000 ,7100 , 17 000,10 000 ,6800 , 16 000,9800 ,6600 , 15 000,9600 ,6600 , 15 000,9200 ,6200 , 14 000,8900 ,6000 , 13 000,8800 ,5900 , 13 000,8700 ,5900 , 13 000,8700 ,6000 , 13 000,8700 ,6000 , 13 000,8700 ,6100 , 13 000,8800 ,6100 , 12 000,8900 ,6100 , 13 000,8900 ,6000 , 13 000,9000 ,6100 , 13 000,9100 ,6300 , 13 000,9100 ,6300 , 13 000,9100 ,6200 , 13 000,9100 ,6200 , 13 000
Mongolia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Montenegro,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Morocco,<1000 ,<500 , 1400,<1000 ,<1000 , 1700,1100 ,<1000 , 1800,1300 ,<1000 , 2000,1500 ,<1000 , 2300,1700 ,1100 , 2500,1900 ,1300 , 2700,2100 ,1400 , 3000,2300 ,1500 , 3200,2400 ,1600 , 3500,2500 ,1700 , 3600,2700 ,1800 , 3800,2800 ,1800 , 4000,2900 ,1900 , 4100,2900 ,2000 , 4200,2900 ,2000 , 4300,2900 ,2000 , 4300,2900 ,2000 , 4300,2900 ,1900 , 4300,2800 ,1900 , 4300,2800 ,1800 , 4200,2700 ,1800 , 4100,2600 ,1700 , 4000,2500 ,1700 , 3900,2400 ,1600 , 3800,2300 ,1600 , 3600,2200 ,1500 , 3500,2100 ,1400 , 3400,2000 ,1300 , 3200
Mozambique,28 000 ,13 000 , 44 000,38 000 ,18 000 , 61 000,52 000 ,25 000 , 82 000,69 000 ,33 000 , 110 000,88 000 ,42 000 , 140 000,110 000 ,52 000 , 170 000,130 000 ,62 000 , 210 000,150 000 ,71 000 , 240 000,170 000 ,80 000 , 270 000,190 000 ,88 000 , 290 000,200 000 ,95 000 , 320 000,210 000 ,100 000 , 330 000,220 000 ,100 000 , 350 000,220 000 ,110 000 , 350 000,230 000 ,110 000 , 360 000,230 000 ,110 000 , 370 000,230 000 ,110 000 , 370 000,240 000 ,110 000 , 380 000,250 000 ,120 000 , 390 000,250 000 ,120 000 , 400 000,260 000 ,130 000 , 420 000,280 000 ,130 000 , 440 000,290 000 ,140 000 , 460 000,300 000 ,140 000 , 480 000,310 000 ,150 000 , 490 000,320 000 ,150 000 , 500 000,320 000 ,150 000 , 510 000,330 000 ,150 000 , 520 000,330 000 ,160 000 , 520 000
Myanmar,7100 ,4600 , 9100,16 000 ,10 000 , 20 000,24 000 ,15 000 , 31 000,27 000 ,17 000 , 36 000,30 000 ,19 000 , 41 000,32 000 ,20 000 , 44 000,34 000 ,22 000 , 48 000,38 000 ,25 000 , 52 000,41 000 ,28 000 , 57 000,47 000 ,32 000 , 62 000,52 000 ,36 000 , 69 000,57 000 ,39 000 , 75 000,60 000 ,41 000 , 78 000,61 000 ,42 000 , 80 000,61 000 ,41 000 , 81 000,60 000 ,40 000 , 80 000,58 000 ,39 000 , 78 000,56 000 ,37 000 , 74 000,53 000 ,35 000 , 70 000,49 000 ,33 000 , 65 000,46 000 ,31 000 , 61 000,44 000 ,29 000 , 57 000,42 000 ,28 000 , 54 000,40 000 ,27 000 , 52 000,39 000 ,26 000 , 50 000,37 000 ,25 000 , 48 000,36 000 ,24 000 , 46 000,34 000 ,23 000 , 44 000,33 000 ,22 000 , 42 000
Namibia,4000 ,1900 , 5900,5800 ,2800 , 8500,8300 ,4000 , 12 000,11 000 ,5600 , 16 000,15 000 ,7500 , 22 000,20 000 ,9700 , 28 000,23 000 ,12 000 , 33 000,26 000 ,13 000 , 38 000,28 000 ,13 000 , 42 000,29 000 ,13 000 , 44 000,29 000 ,13 000 , 44 000,28 000 ,12 000 , 42 000,26 000 ,11 000 , 40 000,24 000 ,10 000 , 37 000,23 000 ,9600 , 35 000,21 000 ,9000 , 33 000,20 000 ,8600 , 31 000,19 000 ,8300 , 30 000,19 000 ,8100 , 29 000,19 000 ,8200 , 28 000,19 000 ,8500 , 28 000,19 000 ,8800 , 28 000,19 000 ,9100 , 28 000,19 000 ,9400 , 27 000,19 000 ,9400 , 27 000,19 000 ,9500 , 26 000,18 000 ,9700 , 26 000,18 000 ,10 000 , 25 000,18 000 ,10 000 , 24 000
Nepal,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<500 ,<200 , <500,<500 ,<500 , <1000,<1000 ,<1000 , 1000,1400 ,<1000 , 1800,2000 ,1400 , 2600,2500 ,1700 , 3200,2800 ,1900 , 3600,2900 ,2000 , 3800,3000 ,2000 , 4000,3000 ,2000 , 4000,3000 ,2000 , 4000,2900 ,2000 , 3900,2800 ,1900 , 3700,2600 ,1800 , 3400,2400 ,1600 , 3200,2300 ,1500 , 2900,2100 ,1400 , 2700,1900 ,1300 , 2500,1700 ,1200 , 2200,1600 ,1100 , 2100,1500 ,1000 , 1900,1500 ,1000 , 1800,1400 ,<1000 , 1800,1400 ,<1000 , 1700
Netherlands,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<200 , <500,... ,... , ...
New Zealand,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Nicaragua,<100 ,<100 , <1000,<100 ,<100 , <1000,<100 ,<100 , <1000,<100 ,<100 , <1000,<200 ,<100 , <500,<200 ,<100 , <1000,<500 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1100,<1000 ,<500 , 1200,<1000 ,<500 , 1300,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1200,<1000 ,<500 , 1100,<1000 ,<500 , 1100,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Niger,1300 ,<1000 , 1800,1600 ,1100 , 2100,1900 ,1300 , 2500,2300 ,1600 , 3100,2700 ,1900 , 3600,3100 ,2300 , 4200,3500 ,2500 , 4600,3700 ,2700 , 4900,3900 ,2800 , 5100,3900 ,2800 , 5100,3800 ,2800 , 5100,3700 ,2700 , 4900,3500 ,2500 , 4600,3300 ,2400 , 4300,3100 ,2200 , 4000,2900 ,2100 , 3800,2600 ,1900 , 3500,2400 ,1700 , 3200,2300 ,1600 , 3000,2200 ,1600 , 2900,2200 ,1600 , 2800,2200 ,1600 , 2900,2300 ,1700 , 3000,2400 ,1800 , 3100,2500 ,1900 , 3300,2700 ,2000 , 3400,2800 ,2100 , 3500,2900 ,2200 , 3700,3000 ,2300 , 3800
Nigeria,110 000 ,51 000 , 180 000,130 000 ,63 000 , 220 000,160 000 ,75 000 , 260 000,180 000 ,86 000 , 300 000,200 000 ,96 000 , 330 000,220 000 ,110 000 , 370 000,240 000 ,110 000 , 390 000,250 000 ,120 000 , 410 000,250 000 ,120 000 , 410 000,250 000 ,120 000 , 410 000,250 000 ,120 000 , 410 000,240 000 ,120 000 , 400 000,240 000 ,110 000 , 390 000,230 000 ,110 000 , 380 000,220 000 ,110 000 , 360 000,210 000 ,100 000 , 350 000,210 000 ,100 000 , 350 000,210 000 ,100 000 , 340 000,210 000 ,100 000 , 340 000,210 000 ,100 000 , 350 000,210 000 ,100 000 , 350 000,220 000 ,100 000 , 360 000,220 000 ,110 000 , 370 000,230 000 ,110 000 , 380 000,230 000 ,110 000 , 380 000,240 000 ,110 000 , 390 000,240 000 ,120 000 , 400 000,240 000 ,120 000 , 400 000,250 000 ,120 000 , 410 000
North Macedonia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Norway,<100 ,<100 , <200,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Oman,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Pakistan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <500,<1000 ,<500 , <1000,2700 ,1900 , 3300,4300 ,3000 , 5400,6100 ,4300 , 7700,7900 ,5500 , 10 000,9500 ,6600 , 12 000,11 000 ,7300 , 14 000,11 000 ,7700 , 15 000,12 000 ,8100 , 16 000,12 000 ,8400 , 16 000,13 000 ,8700 , 17 000,14 000 ,9100 , 18 000,14 000 ,9500 , 18 000,15 000 ,9900 , 19 000,15 000 ,10 000 , 20 000
Panama,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300,<1000 ,<1000 , 1300,1000 ,<1000 , 1400,1000 ,<1000 , 1400,1000 ,<1000 , 1400,1000 ,<1000 , 1400,1000 ,<1000 , 1400,1000 ,<1000 , 1400,1100 ,<1000 , 1400,1100 ,<1000 , 1400,1100 ,<1000 , 1400,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500,1100 ,<1000 , 1500
Papua New Guinea,<500 ,<100 , <500,<500 ,<200 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1300,1100 ,<500 , 2000,1400 ,<1000 , 2500,1800 ,<1000 , 3000,2300 ,1000 , 3700,2700 ,1200 , 4200,3200 ,1400 , 4800,3800 ,1700 , 5700,4500 ,2100 , 6700,5300 ,2400 , 7900,5800 ,2500 , 8600,5800 ,2500 , 8700,5300 ,2300 , 8100,4500 ,1900 , 7100,3700 ,1500 , 5900,3000 ,1100 , 4900,2400 ,<1000 , 4000,2100 ,<1000 , 3400,2000 ,<1000 , 3300,2100 ,<1000 , 3300,2200 ,<1000 , 3500,2400 ,1100 , 3700,2700 ,1200 , 4100,2900 ,1400 , 4500,3200 ,1600 , 4900,3500 ,1700 , 5200
Paraguay,<500 ,<100 , 1700,<500 ,<200 , 2200,<1000 ,<200 , 2600,<1000 ,<500 , 3100,1100 ,<500 , 3800,1600 ,<500 , 4500,2200 ,<1000 , 5500,2800 ,<1000 , 6600,3400 ,<1000 , 6900,3900 ,1100 , 7400,4300 ,1300 , 8000,4600 ,1500 , 8100,4800 ,1600 , 8400,4800 ,1600 , 8500,4500 ,1400 , 7900,4200 ,1300 , 7400,3900 ,1200 , 7100,3700 ,1100 , 6700,3400 ,1000 , 6300,3200 ,<1000 , 6200,3000 ,<1000 , 5800,2900 ,<1000 , 5600,2800 ,<1000 , 5500,2700 ,<1000 , 5200,2700 ,<1000 , 5100,2700 ,<1000 , 4900,2700 ,<1000 , 4900,2600 ,<1000 , 4800,2600 ,<1000 , 4700
Peru,5600 ,2800 , 11 000,6400 ,3500 , 11 000,6900 ,4100 , 11 000,7300 ,4500 , 12 000,7500 ,4600 , 12 000,7500 ,4600 , 12 000,7200 ,4400 , 12 000,6500 ,3900 , 11 000,5700 ,3400 , 9400,5000 ,3000 , 8000,4600 ,2800 , 7100,4300 ,2600 , 6600,4000 ,2500 , 6100,3900 ,2400 , 5800,3700 ,2400 , 5700,3700 ,2300 , 5800,3800 ,2400 , 5900,3700 ,2300 , 5900,3700 ,2300 , 5800,3700 ,2300 , 6000,3700 ,2300 , 6100,3700 ,2400 , 6200,3800 ,2400 , 6200,3800 ,2400 , 6300,3800 ,2400 , 6300,3800 ,2300 , 6200,3700 ,2300 , 6100,3700 ,2200 , 6000,3600 ,2200 , 5800
Philippines,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1500,1400 ,<1000 , 1900,1800 ,1100 , 2500,2300 ,1400 , 3200,3000 ,1800 , 4100,3900 ,2300 , 5400,5700 ,3500 , 7700,7700 ,4800 , 10 000,9500 ,5800 , 13 000,11 000 ,7000 , 16 000,14 000 ,8200 , 19 000,17 000 ,9900 , 23 000,20 000 ,12 000 , 28 000,23 000 ,14 000 , 33 000,27 000 ,15 000 , 38 000,30 000 ,18 000 , 43 000
Poland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Portugal,<1000 ,<1000 , 1100,1300 ,1000 , 1600,1700 ,1400 , 2100,2100 ,1600 , 2600,2300 ,1800 , 2900,2500 ,1900 , 3200,2500 ,1900 , 3300,2500 ,1800 , 3300,2300 ,1700 , 3200,2200 ,1600 , 3100,2000 ,1400 , 2900,1800 ,1300 , 2600,1700 ,1200 , 2400,1500 ,1100 , 2200,1400 ,<1000 , 2000,1300 ,<1000 , 1800,1100 ,<1000 , 1600,1100 ,<1000 , 1500,<1000 ,<1000 , 1400,<1000 ,<1000 , 1300,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100,<1000 ,<1000 , 1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000
Qatar,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Korea,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Republic of Moldova,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1400,<1000 ,<1000 , 1500,<1000 ,<1000 , 1500,<1000 ,<1000 , 1500,<1000 ,<1000 , 1500,<1000 ,<1000 , 1400,<1000 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000
Romania,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1200,1100 ,<1000 , 1300,1200 ,1000 , 1400,1300 ,1200 , 1500,1500 ,1300 , 1600,1600 ,1500 , 1800,1800 ,1600 , 2000,1900 ,1700 , 2100,2000 ,1800 , 2100,1800 ,1600 , 2000,1700 ,1600 , 1900,1700 ,1500 , 1800,1600 ,1400 , 1700
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Rwanda,38 000 ,16 000 , 64 000,40 000 ,17 000 , 67 000,41 000 ,18 000 , 65 000,40 000 ,18 000 , 64 000,38 000 ,17 000 , 61 000,37 000 ,16 000 , 59 000,37 000 ,15 000 , 58 000,37 000 ,15 000 , 57 000,38 000 ,15 000 , 57 000,38 000 ,15 000 , 57 000,39 000 ,15 000 , 57 000,37 000 ,15 000 , 55 000,36 000 ,14 000 , 52 000,34 000 ,14 000 , 50 000,32 000 ,14 000 , 47 000,31 000 ,14 000 , 44 000,29 000 ,14 000 , 42 000,28 000 ,14 000 , 40 000,27 000 ,15 000 , 38 000,26 000 ,15 000 , 36 000,25 000 ,15 000 , 34 000,24 000 ,15 000 , 33 000,22 000 ,14 000 , 31 000,21 000 ,14 000 , 29 000,20 000 ,13 000 , 27 000,19 000 ,13 000 , 25 000,18 000 ,13 000 , 24 000,17 000 ,12 000 , 23 000,17 000 ,12 000 , 22 000
Saint Kitts and Nevis,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
